3.957658592704673128e-01,1.275744350935987814e-01,3.403412572371793954e-01,3.426015080843827082e-02,1.020582975903162465e-01,9.837622096181440838e+02
2.391468801093242780e-01,1.276751506869372166e-01,3.205544303179677645e-01,6.129969008516557294e-02,2.513238488006052096e-01,9.837622096181440838e+02
3.616682657034821502e-01,9.277047237428748261e-02,3.187538800158022378e-01,4.377222190868559210e-02,1.830351599977425303e-01,9.837622096181440838e+02
4.148337712523724741e-01,1.100250212309989706e-01,3.842839311260694002e-01,3.302346524100745889e-02,5.783381114955172403e-02,9.837622096181440838e+02
4.020127286756376428e-01,1.366871514799958276e-01,3.576095700378139064e-01,3.127007666756047993e-02,7.242047313899210859e-02,9.837622096181440838e+02
4.084768659236744370e-01,1.589574727872600235e-01,3.244031382329254920e-01,3.201231392720754743e-02,7.615020912893252780e-02,9.837622096181440838e+02
3.995552205613474572e-01,1.736206986619303061e-01,2.788155135486085623e-01,4.451525757654908183e-02,1.034933096515645579e-01,9.837622096181440838e+02
3.379050073637702711e-01,1.232971281296023625e-01,2.473536450662739417e-01,7.713549337260677818e-02,2.143087260677466743e-01,9.837622096181440838e+02
4.284189815586754158e-01,7.633307766698903263e-02,3.464834761730082868e-01,7.676659885950579132e-02,7.199786574182145960e-02,9.837622096181440838e+02
3.538969846709317246e-01,1.291164709932569599e-01,3.579783293371434083e-01,3.783546402638336692e-02,1.211727509722845680e-01,9.837622096181440838e+02
3.836018367003805607e-01,1.171713488002008169e-01,4.093336396079369499e-01,3.067640114710890042e-02,5.921677374437279290e-02,9.837622096181440838e+02
3.524154494271428129e-01,1.050041340210244450e-01,3.990314579314146459e-01,3.807236505374227142e-02,1.054765935666758525e-01,9.837622096181440838e+02
3.278312371828885352e-01,1.309747458088941774e-01,3.214639113163442197e-01,3.219514993331516750e-02,1.875349557585578864e-01,9.837622096181440838e+02
4.964455596071132848e-01,6.416385016848367984e-02,3.069119649567443320e-01,1.693779855865037640e-02,1.155408267090083513e-01,9.837622096181440838e+02
3.713384858472691952e-01,1.999828408416567116e-01,2.437708680389227001e-01,5.494148012040009355e-02,1.299663251517512996e-01,9.837622096181440838e+02
3.565108978114250315e-01,1.895963829179997950e-01,3.057696062968470740e-01,4.168356540940020699e-02,1.064395475643278854e-01,9.837622096181440838e+02
3.572306895770637203e-01,1.205465488787496320e-01,4.241254894346827009e-01,2.288612756043102714e-02,7.521114454907290581e-02,9.837622096181440838e+02
3.513266904094364818e-01,1.096240307140511766e-01,3.003144654088050203e-01,4.405041549847187737e-02,1.946843979692354232e-01,9.837622096181440838e+02
4.150386143255446747e-01,8.407560018752004150e-02,3.786399861827333679e-01,3.335636211108095744e-02,8.888943719312097924e-02,9.837622096181440838e+02
4.438049940546968108e-01,1.351565596512088741e-01,2.846769718588981202e-01,3.532302814110186567e-02,1.010384462940943362e-01,9.837622096181440838e+02
3.789270321233753069e-01,1.660970435719577032e-01,2.852927806586302295e-01,3.571789346083911049e-02,1.339652501851976429e-01,9.837622096181440838e+02
4.329775737610719322e-01,1.937066795519322981e-01,1.969127600043096005e-01,4.102281149095800272e-02,1.353801751917281804e-01,9.837622096181440838e+02
4.303458105677537837e-01,1.019720203552965665e-01,1.845502717325434305e-01,3.491880343952152854e-02,2.482130939048847185e-01,9.837622096181440838e+02
3.595352802015190363e-01,1.875401074640589139e-01,2.956841974197132461e-01,8.332774622391218682e-04,1.564071374524696745e-01,9.837622096181440838e+02
4.325172136278279678e-01,9.628185638916211819e-02,3.797478315300009122e-01,2.038451220602700495e-02,7.106858624698202120e-02,9.837622096181440838e+02
3.562216727028181817e-01,1.484402911363142952e-01,3.106913436683455543e-01,4.346729620107740028e-02,1.411793962914445477e-01,9.837622096181440838e+02
4.096480673785531934e-01,1.511317491352082987e-01,2.540419611971724834e-01,4.955632425928711143e-02,1.356218980297789201e-01,9.837622096181440838e+02
3.843575130869800738e-01,1.200649836251579394e-01,3.049717630676396785e-01,3.227262177982928582e-02,1.583331184403929948e-01,9.837622096181440838e+02
2.849689440993788958e-01,1.875585284280936460e-01,3.329001433349259576e-01,5.706641184902054575e-02,1.375059722885809965e-01,9.837622096181440838e+02
3.153891164423639482e-01,1.564365125804564050e-01,2.548858981860737116e-01,1.066998244587478023e-01,1.665886483323580913e-01,9.837622096181440838e+02
4.210809243062952345e-01,1.974802102241757784e-01,2.730413997609725252e-01,3.064852458032673796e-02,7.774894112822974823e-02,9.837622096181440838e+02
4.596993082558347155e-01,1.457002101608964595e-01,3.309566149631155141e-01,8.074602863973998415e-03,5.556926375617932817e-02,9.837622096181440838e+02
4.999253237146520368e-01,5.054386879517563241e-02,2.199322277485804555e-01,1.490919081904386150e-02,2.146893889225480190e-01,9.837622096181440838e+02
3.493863138928861023e-01,1.508519051477079098e-01,3.934048393533018384e-01,4.933915377825072446e-02,5.701778782785348748e-02,9.837622096181440838e+02
3.395210774649447538e-01,1.462242208094278184e-01,1.985246882130119739e-01,6.131626165739981899e-02,2.544137518552156418e-01,9.837622096181440838e+02
4.588127415640891327e-01,1.377403551061859022e-01,2.648565402256520263e-01,6.246349801540802132e-02,7.612686508866495227e-02,9.837622096181440838e+02
3.637656247717456215e-01,1.404001694560363944e-01,3.795182189586244759e-01,5.792669565598476678e-02,5.838929115760872063e-02,9.837622096181440838e+02
3.341829883441005400e-01,9.301769137990810454e-02,2.414778137497619603e-01,3.661817773415564081e-02,2.947033287920737821e-01,9.837622096181440838e+02
4.405068499413297700e-01,1.106429344264793224e-01,2.469468615229880593e-01,4.552048886789290122e-02,1.563828652413099540e-01,9.837622096181440838e+02
4.983422228629090234e-01,1.658978424871462298e-01,5.122291096054971266e-02,7.702657248570467241e-02,2.075104512036903548e-01,9.837622096181440838e+02
3.191961306936835219e-01,1.341525432898481307e-01,3.512708334084736483e-01,4.946638341767084501e-02,1.459141091903238541e-01,9.837622096181440838e+02
4.192333158291285389e-01,1.589534007625744982e-01,2.696408593803511500e-01,3.810589282860338961e-02,1.140665311993424441e-01,9.837622096181440838e+02
3.729782963943308327e-01,1.375286595708986592e-01,3.388633101571383310e-01,5.034453619649436468e-02,1.002851976811378054e-01,9.837622096181440838e+02
3.903962191265054615e-01,9.449993026239594807e-02,3.698597726481084313e-01,6.006342835903401289e-02,8.518064960395613228e-02,9.837622096181440838e+02
2.302140195823585422e-01,1.654276059266961141e-01,3.723680790226150394e-01,3.962394939779915332e-02,1.923663460705311579e-01,9.837622096181440838e+02
4.536919256163304826e-01,1.043976013083772469e-01,1.971046096068810871e-01,9.279786782966865932e-02,1.520079956387425102e-01,9.837622096181440838e+02
3.420583094075771435e-01,1.577560206863446446e-01,2.844825243861571762e-01,5.002822786376961289e-02,1.656749176561514159e-01,9.837622096181440838e+02
3.650085354718329289e-01,1.484576600897216936e-01,2.969431100877367169e-01,2.455833895748144036e-02,1.650323553932271925e-01,9.837622096181440838e+02
4.025179325413273945e-01,1.143467356100576759e-01,2.806117789221506675e-01,3.928649210687162191e-02,1.632370608195926609e-01,9.837622096181440838e+02
4.395299154558494070e-01,1.617605636854489715e-01,2.504214207404004688e-01,3.252631442103940534e-02,1.157617856972617404e-01,9.837622096181440838e+02
3.074707062860102535e-01,1.122871755033339747e-01,2.427979542953324354e-01,8.995274163267948098e-02,2.474914222826438692e-01,9.837622096181440838e+02
3.867705680171948379e-01,1.313032802148725309e-01,3.523650813189033171e-01,3.407724427863993710e-02,9.548382617038937703e-02,9.837622096181440838e+02
3.161010830324909593e-01,1.111432009626955458e-01,3.472202166064982110e-01,6.007220216606497937e-02,1.654632972322503115e-01,9.837622096181440838e+02
3.571433560572194743e-01,9.291880867232901742e-02,3.169458258828788400e-01,4.164687639696021404e-02,1.913451329906124265e-01,9.837622096181440838e+02
3.926064188313371783e-01,9.611137035308757459e-02,3.565873386218696428e-01,3.396069891636854104e-02,1.207341732773370702e-01,9.837622096181440838e+02
3.247898972569651099e-01,1.215592341447308128e-01,2.955922742345942211e-01,2.430033665168103083e-02,2.337582577120287941e-01,9.837622096181440838e+02
3.612670075107832224e-01,1.603688222003874786e-01,2.684730294602561407e-01,2.972116286686540126e-02,1.801699779617077779e-01,9.837622096181440838e+02
3.700237595274251667e-01,1.812336062893721567e-01,3.020947620051006588e-01,4.252010840738507103e-02,1.041277637707169329e-01,9.837622096181440838e+02
3.327961138602624214e-01,1.138829618195850574e-01,2.492395696191038179e-01,8.169519226403958168e-02,2.223861624370091217e-01,9.837622096181440838e+02
3.773180292137596203e-01,1.724350072946511866e-02,3.567348086692095355e-01,7.437028704012936531e-02,1.743333743474363151e-01,9.837622096181440838e+02
3.546341683822958890e-01,1.350958068361789444e-01,3.612205625255606734e-01,3.528847479502237455e-02,1.137609874609421673e-01,9.837622096181440838e+02
3.588240153848272218e-01,1.222134507084272348e-01,4.319134190391826777e-01,3.303698875971304572e-02,5.401212610784984075e-02,9.837622096181440838e+02
3.245526051839729975e-01,1.039082158756972629e-01,3.283710781467208406e-01,4.135212655510391022e-02,2.018159742385049749e-01,9.837622096181440838e+02
3.383072880652744918e-01,1.381828239524270641e-01,3.038998755358871540e-01,2.991287512100677601e-02,1.896971373254044968e-01,9.837622096181440838e+02
4.647201946472019340e-01,7.234305956474042232e-02,2.952465878517102071e-01,1.851936972549596272e-02,1.491707882108514460e-01,9.837622096181440838e+02
3.499723422281660890e-01,1.980821610872655347e-01,2.692851691325262586e-01,5.486741774438617242e-02,1.277929098076559522e-01,9.837622096181440838e+02
3.600345750031668790e-01,1.841193433730002049e-01,3.180974806447046110e-01,4.487298902392679312e-02,9.287561195520152579e-02,9.837622096181440838e+02
3.575311198437536864e-01,1.160395635770368056e-01,4.155822763959808874e-01,2.884909523025154868e-02,8.199794495297707542e-02,9.837622096181440838e+02
3.981942382351624232e-01,1.190004581577922965e-01,3.508110770841873505e-01,2.154719541979999500e-02,1.104470311030579383e-01,9.837622096181440838e+02
4.322403399640422639e-01,8.409687436905712021e-02,3.793685283287344667e-01,2.310572920171904965e-02,8.118852813644711341e-02,9.837622096181440838e+02
4.170150825358481250e-01,1.370745455108551003e-01,2.943881817337173912e-01,3.253429960667719723e-02,1.189878906129022279e-01,9.837622096181440838e+02
3.644234821363959709e-01,1.890821942882440210e-01,3.134442084292883846e-01,3.421604893601624259e-02,9.883406621005537407e-02,9.837622096181440838e+02
3.866299691686447826e-01,1.945206133529781001e-01,2.082651223704673760e-01,3.551403781615781324e-02,1.750702572917519351e-01,9.837622096181440838e+02
4.853505141533420164e-01,1.511720294931916952e-01,1.666548957568224076e-01,5.007168484095146643e-02,1.467508757556924004e-01,9.837622096181440838e+02
3.546153496201264743e-01,1.955598016468768352e-01,2.972430735635321342e-01,1.232882944361039053e-03,1.513488922251035040e-01,9.837622096181440838e+02
4.143452274362864340e-01,9.403222591249878193e-02,3.713852277065813334e-01,1.774824054896899372e-02,1.024890783956644708e-01,9.837622096181440838e+02
3.526016892203496789e-01,1.445357279327474098e-01,3.099100048752849168e-01,3.829075145270315061e-02,1.546618265189147745e-01,9.837622096181440838e+02
4.305121634429739941e-01,1.502790746656369469e-01,2.462351247937655807e-01,4.795169726541931299e-02,1.250219398322041653e-01,9.837622096181440838e+02
4.062422652343943286e-01,9.153012227117469923e-02,3.063833473590416578e-01,3.179298054551754626e-02,1.640512845898717820e-01,9.837622096181440838e+02
3.125816134448081152e-01,1.688062814794715760e-01,3.317957501653467367e-01,4.834907660216731379e-02,1.384672783082062930e-01,9.837622096181440838e+02
3.206069050936677378e-01,1.558445579811116311e-01,2.861743303917014813e-01,1.031738659235175715e-01,1.342003406100015506e-01,9.837622096181440838e+02
3.741212300444637928e-01,2.079682060381548292e-01,2.437493838882230646e-01,3.779164785904400026e-02,1.363695321701142993e-01,9.837622096181440838e+02
4.295094368168236310e-01,1.166609932296985563e-01,3.090661522750482448e-01,4.084874617043004856e-03,1.406785430613865795e-01,9.837622096181440838e+02
4.725453640824860968e-01,7.857233820119233214e-02,2.210675330290798046e-01,1.653601139618014748e-02,2.112787532910616328e-01,9.837622096181440838e+02
3.280890158441481241e-01,1.533808427149535858e-01,4.234257163472467944e-01,4.653662538424283013e-02,4.856779970940863778e-02,9.837622096181440838e+02
3.508110626402947685e-01,1.451865655838380509e-01,1.941467959849222935e-01,5.942145610096988967e-02,2.504341196899750321e-01,9.837622096181440838e+02
4.657677265771127395e-01,1.475463356572011553e-01,2.614130249957490326e-01,5.682536983506206174e-02,6.844754293487502472e-02,9.837622096181440838e+02
3.392349990936008308e-01,1.273145550443272322e-01,3.466804209145136206e-01,1.023799452707543772e-01,8.439007967680395295e-02,9.837622096181440838e+02
3.390066461009078602e-01,9.639390057211041918e-02,2.349260233931652064e-01,3.672699186465448740e-02,2.929464380691619851e-01,9.837622096181440838e+02
4.280910276423580685e-01,1.105413719718865290e-01,2.544996182321119238e-01,4.519334291322128078e-02,1.616746392404221910e-01,9.837622096181440838e+02
4.175877082810014462e-01,1.537930168299422307e-01,2.363727706606380263e-01,6.683831533115631995e-02,1.254081888972619907e-01,9.837622096181440838e+02
3.164335602069999753e-01,1.384926613313958166e-01,3.626167758295847365e-01,5.714936977558383174e-02,1.253076328564356190e-01,9.837622096181440838e+02
4.378514457802978876e-01,1.128390937110321651e-01,2.838623156012516913e-01,1.531656588946662609e-02,1.501305790179516819e-01,9.837622096181440838e+02
