3.885294537979101737e+00,9.837622096181440838e+02
9.833586450526594192e+00,9.837622096181440838e+02
5.068743466258167629e+00,9.837622096181440838e+02
4.324889542500449657e+00,9.837622096181440838e+02
5.466763538766124420e+00,9.837622096181440838e+02
5.668416311733372126e+00,9.837622096181440838e+02
8.612000389898245345e+00,9.837622096181440838e+02
6.554108571702362163e+00,9.837622096181440838e+02
8.910028787822627194e+00,9.837622096181440838e+02
5.740853259846034007e+00,9.837622096181440838e+02
5.278408652162089432e+00,9.837622096181440838e+02
5.987528740814210160e+00,9.837622096181440838e+02
3.845906437797886213e+00,9.837622096181440838e+02
5.700339447480963884e+00,9.837622096181440838e+02
6.088834426523821008e+00,9.837622096181440838e+02
5.831946910358594138e+00,9.837622096181440838e+02
5.287062899113782244e+00,9.837622096181440838e+02
4.866626744140892136e+00,9.837622096181440838e+02
4.321024130377683292e+00,9.837622096181440838e+02
6.468197871505500629e+00,9.837622096181440838e+02
6.541211677861275220e+00,9.837622096181440838e+02
7.097562304709012615e+00,9.837622096181440838e+02
6.893558241964202082e+00,9.837622096181440838e+02
6.221656264474145104e+00,9.837622096181440838e+02
3.552157203225179583e+00,9.837622096181440838e+02
5.028061334521875203e+00,9.837622096181440838e+02
5.123512195121951329e+00,9.837622096181440838e+02
5.776502200075349869e+00,9.837622096181440838e+02
5.152742252497239939e+00,9.837622096181440838e+02
6.244263512677102668e+00,9.837622096181440838e+02
1.032546427784442855e+01,9.837622096181440838e+02
4.325386362101866666e+00,9.837622096181440838e+02
8.517959842125634395e+00,9.837622096181440838e+02
5.017962747924747724e+00,9.837622096181440838e+02
4.883688432820115999e+00,9.837622096181440838e+02
5.910683395130078566e+00,9.837622096181440838e+02
4.592157715213687652e+00,9.837622096181440838e+02
6.161496153499119721e+00,9.837622096181440838e+02
7.134094145406316478e+00,9.837622096181440838e+02
6.618688777089226427e+00,9.837622096181440838e+02
4.799001920479787131e+00,9.837622096181440838e+02
4.349836524988322850e+00,9.837622096181440838e+02
3.869735801522018015e+00,9.837622096181440838e+02
5.732756999128511666e+00,9.837622096181440838e+02
3.543637240630468366e+00,9.837622096181440838e+02
8.594208549674718256e+00,9.837622096181440838e+02
5.730340168196103257e+00,9.837622096181440838e+02
5.881475836227972209e+00,9.837622096181440838e+02
5.766586197237181466e+00,9.837622096181440838e+02
6.462479721620822737e+00,9.837622096181440838e+02
6.132106506634235288e+00,9.837622096181440838e+02
4.068776335472134242e+00,9.837622096181440838e+02
